brewery_name,address,categories,city,country,zip_code,state,Name,lat,long
Table Rock Beverage Co,10718 Tablerock Dr,"Beverage Manufacturers, Breweries, Wholesale Tobacco Products",Fortsmith,US,72916,AR,Arkansas,35.282429,-94.37218
Tanglewood Branch Beer Co,1431 S School Ave,Brewers,Fayetteville,US,72701,AR,Arkansas,36.048848,-94.164339
Three Rivers Distributing Co,2821 Port Rd,", Beer and Ale, Beverages, ale, Breweries, Beer & Ale Distributors, (2), Food & Dining, beer, wholesale, (1), Pine Bluff Beer and Other Fermented Malt Liquors, supply,  AR, Pine Bluff",Pine Bluff,US,71601,AR,Arkansas,34.229186,-91.973006
Toddy Shop Inc,14001 Cantrell Rd,"Food & Dining, Beverages, Breweries, Retail Shopping, Convenience Stores, Little Rock,  AR, Shopping & Stores, Liquor Stores, Little Rock Beer Stores, recreation, food and drink, liquor & beverages, alcoholic",Little Rock,US,72223,AR,Arkansas,34.801961,-92.427747
Vino's,923 W 7th St,"Bars, Restaurants, Brewery, Italian Restaurants, Bar & Grills, Pizza Place, Pizza, Dive Bar",Little Rock,US,72201,AR,Arkansas,34.74332,-92.28214
West Mountain Brewing Company,21 W Mountain St,"American Restaurant, Brewery, Coffee Shop, Pizza Place",Fayetteville,US,72701,AR,Arkansas,,
White River Beverage Co,2101 Fairground Rd,"Beverage Manufacturers, Canned Juices Manufacturers, Distribution Centers, Food & Dining, Beverages, Breweries, Newport,  AR, Beer and Ale, Newport Beer and Other Fermented Malt Liquors, (1), , (2)",Newport,US,72112,AR,Arkansas,35.63270365,-91.25372752
American Brewing Co.,180 W Dayton St,"Brewery, American Restaurant",Edmonds,US,98020,AU-WA,Washington,,
Ice Harbor Brewing Co.,350 Clover Island Dr,Brewery,Kennewick,US,99336,AU-WA,Washington,,
Ice Harbor Brewing Company,206 N Benton St,Brewery,Kennewick,US,99336,AU-WA,Washington,,
Iron Horse Brewery,412 N Main St,"Brewery, Pub",Ellensburg,US,98926,AU-WA,Washington,,
Naked City Brewery & Taphouse,8564 Greenwood Ave N,brewery,Seattle,US,98103,AU-WA,Washington,,
Rachel's Ginger Beer,1530 Post Aly,brewery,Seattle,US,98101,AU-WA,Washington,,
Ram Restaurant and Brewery,10520 Quil Ceda Blvd,"American Restaurant, Brewery",Quil Ceda Village,US,98271,AU-WA,Washington,,
"Silver City Restaurant and Alehouse, Silver City Restaurant & Brewery",2799 N W Myhre Rd,Brewery,Silverdale,US,98383,AU-WA,Washington,,
Skagit River Brewery,404 S 3rd St,Brewery,Mount Vernon,US,98273,AU-WA,Washington,,
Snoqualmie Brewery & Taproom,8032 Falls Ave S E,"brewery, bar",Snoqualmie,US,98065,AU-WA,Washington,,
Stoup Brewing,1108 N W 52nd,brewery,Seattle,US,98107,AU-WA,Washington,,
"The North Fork Brewery, Pizzeria, Beer Shrine and Wedding Chapel",6186 Mt Baker Highway (sr 542),"Pizza Place, Brewery",Deming,US,98244,AU-WA,Washington,,
Yakima Craft Brewing Company,2920 River Rd,"Brewery, Pub",Yakima,US,98902,AU-WA,Washington,,
1912 Brewing Co.,2045 N Forbes Blvd,"Breweries, Food & Drink",Tucson,US,85745,AZ,Arizona,32.24656,-110.99348
8-bit Aleworks,1050 N Fairway Doctor F,"Bars, Brewery and Bar, Brewery, Bar, Taverns",Avondale,US,85323,AZ,Arizona,33.45448735,-112.3263172
Al J's Tavern,4980 E 22nd St,"breweries & brew pubs, restaurants, bar & grill restaurants, Tucson, Venues, Bar, Entertainment & Arts, Bars Pubs & Clubs,  AZ, Restaurants & Bars, Bars / Taverns, Tucson Pubs, recreation, food and drink, drinking",Tucson,US,85711-4906,AZ,Arizona,32.206853,-110.887057
Altered Element - Commercial & Residential Only,Po Box 50508,"Credit & Collections, Investments, Investment Advice, Other Financial Services, Beverage Manufacturers, Brewers, Personal Chefs, Catering, Unclassified",Phoenix,US,85076,AZ,Arizona,33.35,-111.98
Amigos Burgers and Beer,6372 S Nogales Hwy,"drinking, Restaurants, breweries & brew pubs, hot dog restaurants, hamburger restaurants, recreation, fast food restaurants, Entertainment & Arts, Food & Dining, Restaurant, food and drink, restaurants, Bars Pubs & Clubs",Tucson,US,85706-6825,AZ,Arizona,32.136116,-110.96186
Arizona Air Boutique,10401 N 32nd St,"Balloons & Delivery, Winemaking Equipment & Supplies, Helium Gases, Brewer Equipment Supplies & Services, Advertising Specialties Wholesale & Manufacturers",Phoenix,US,85028,AZ,Arizona,33.581147,-112.012906
Arizona Beverage Control,2730 E Jones Ave,"Brewer Equipment Supplies & Services, Beverage Dispensing Equipment Supplies & Repair",Phoenix,US,85040,AZ,Arizona,33.410786,-112.022744
Arizona Brewery Tours,2990 E Washington,"Food & Drink, Tours, Brewery Tours, Tour",Phoenix,US,,AZ,Arizona,33.44853,-112.01776
Arizona Wilderness Brewing Co.,721 N Arizona Ave,"Brewery new horiz, Brewery",Gilbert,US,85233,AZ,Arizona,33.36296939,-111.8411647
Barley Brothers Brewery,1425 Mcculloch Blvd N,"Bars & Clubs, Brew Pubs, Bars & Pubs, Restaurants, American, Traditional American Restaurants, Brewers, Pub Food, Pizza Restaurants, Pizza, Taverns",Lake Havasu City,US,86403,AZ,Arizona,34.472336,-114.349947
Bear Dog Brewing Co.,3965 E Douglas Loop,Brewery and Bar,Gilbert,US,85234,AZ,Arizona,,
Beers Enterprises Inc,211 W Monroe St,"Wholesale Beer Dispensing Equipment, Brewer Equipment Supplies & Services",Phoenix,US,85003,AZ,Arizona,33.450221,-112.07689
Ben's United Market & Discount,2500 S 6th Ave,"Food & Dining, Beverages, Breweries, Grocery Stores, Retail Shopping, Convenience Stores, recreation, food and drink, liquor & beverages",Tucson,US,85713,AZ,Arizona,32.19242,-110.968373
Beverage Place,2250 Highway 60,"Food & Dining, Beverages, Breweries, Wine, Retail Shopping, Convenience Stores",Miami,US,85539,AZ,Arizona,33.4177,-110.8252
Bison Witches Bar & Deli,326 N 4th Ave,"Bars, Bars & Clubs, Restaurants, Deli / Bodega, Sandwich Shops, Nightlife, Bar, Deli / Bodega, and Brewery, Brewery, Bar, Delicatessens",Tucson,US,85705,AZ,Arizona,32.22524,-110.96556
"Bj's Restaurant and Brewhouse - Mesa, Bj's Restaurant and Brewhouse",6622 E Superstition Springs Blvd,"American Restaurant, Restaurant, Brewery, Pizza Place",Mesa,US,85206,AZ,Arizona,33.3848762,-111.6908199
"Bj's Restaurant and Brewhouse, Bj's Restaraunt Brewhouse",9748 W Northern Ave,"American Restaurant, Restaurant, Brewery, Pizza Place, American Restaurant, Pizza Place, and Brewery Parke West, American Restaurant, Pizza Place, and Brewery",Peoria,US,85345,AZ,Arizona,33.55188787,-112.2692388
Black Canyon Brewing Supplies,2734 W Bell Rd,Breweries,Phoenix,US,85053,AZ,Arizona,33.640051,-112.119214
Black Hole Beer Company,1590 Swenson St,Brewery,Prescott,US,86305,AZ,Arizona,34.565666,-112.49411
Blackrock Brewers,Tdb,"Bars & Clubs, Breweries, Nightlife, Food & Drink",Tucson,US,85748,AZ,Arizona,,
Blasted Barley Beer Co,404 S Mill Ave,Breweries,Tempe,US,85281,AZ,Arizona,33.426423,-111.940217
Borderlands Brewing Co,119 E Toole Ave (7th Ave),"Beer Garden, Brewery",Tucson,US,85701,AZ,Arizona,32.22608295,-110.9702375
Borderlands Brewing Company,119 E Toole Ave,"Bars & Clubs, Beverages, Tours & Activities, Food & Drink, Brewery and Beer Garden, Beer & Ale, Breweries, Wineries, Wine Bars, Concerts & Shows, More, Nightlife, Brewery, Brewery Tours, Beer Garden",Tucson,US,85701,AZ,Arizona,32.225517,-110.97023
Brewer's A/c & Htg.,9111 S Hardy Dr,"Tempe Heating & Air Conditioning, Brewer's A/c & Htg.",Tempe,US,85284,AZ,Arizona,,
Brewers Connection,1435 E University Dr,Brewer Equipment Supplies & Services,Tempe,US,85281,AZ,Arizona,33.421854,-111.915018
Brewing Rivalry,203 E 7th St,"Tempe, AZ, Beverages, Malt Beverages, Tempe Brewers, (1),, (2), (1), Tempe,  AZ, ",Tempe,US,85281-3712,AZ,Arizona,,
Bronwynn's Brew,5615 W Acoma Dr,"Food & Dining, Beverages, Breweries",Glendale,US,85306,AZ,Arizona,33.61741,-112.180626
Budweiser Distributors,1217 S Fiesta Ave,"Food & Dining, Beverages, Breweries",Parker,US,85344,AZ,Arizona,34.149914,-114.283695
Canteen Modern Tequila Bar,640 S Mill Ave,"Restaurants, Bar, Brewery",Tempe,US,85281,AZ,Arizona,33.42414,-111.940414
Canyon Distributing Co,2682 N Oatman Rd,"Food & Dining, Beverages, Breweries",Kingman,US,86401,AZ,Arizona,35.3322,-113.9823
Canyon Distributing Co.,10190 E Valley Rd,"Beer & Ale-Wholesale & Manufacturers, Food & Dining, Beverages, Breweries",Prescott Valley,US,86314,AZ,Arizona,34.58586,-112.27625
Cartel Brewery,225 W University Dr,Brewery Maple Ash,Tempe,US,85281,AZ,Arizona,,
Cartel Coffee Lab,7124 E 5th Ave,"Coffee Shops, Coffee & Tea, Coffee Shop and Internet Cafe Downtown Scottsdale, Restaurants, Internet Cafe, Coffee Shop, Brewery, and Internet Cafe Downtown Scottsdale, Coffee Shop and Internet Cafe, Coffee Shop",Scottsdale,US,85251,AZ,Arizona,33.49842498,-111.9275522
Catalina Steakhouse At Starr Pass Country Club,3645 W Starr Pass Blvd,"Tucson Restaurants, Starr Pass, American / Steak / Brewery",Tucson,US,85745,AZ,Arizona,,
Charly's Pub & Grill,23 N Leroux St,"American Restaurant, Catering Companies, Bars & Clubs, American Restaurant, Brewery, and Gastropub, Bars & Pubs, Restaurants, Gastropub, Brewery, Catering, Taverns",Flagstaff,US,86001,AZ,Arizona,35.198414,-111.649106
Cjsip Market,1353 S 4th Ave,"Food & Dining, Beverages, Breweries",Tucson,US,85713,AZ,Arizona,32.205219,-110.965237
"Coinstar, Fry's Marketplace",1815 W Glendale Ave,"Supermarket, Cheese Shops, Grocery Stores & Supermarkets, Breweries, Beer & Ale Distributors, Grocery Store, Beer & Ale Retail, Coin & Money Handling Equipment, Pharmacy",Phoenix,US,85021,AZ,Arizona,33.538479,-112.097777
College Street Brewhouse & Pub,1940 College Dr,"Bistros, Bars & Pubs, Brewery, Breweries",Lake Havasu City,US,86403,AZ,Arizona,34.507565,-114.34744
Cork & Bottle Liquors,4101 E Mcdowell Rd,"bartending services, brewer equipment supplies & services, beer & ale retail, Liquor Store, Liquor Store Camelback East, liquor stores, Beer & Ale, wine & distilled beverages retail, Liquor Stores, Beer & Ale Retail",Phoenix,US,85008,AZ,Arizona,33.465539,-111.992817
Cox Cable,17550 N 75th Ave,"Liquor Store, Data Communications Cabling, Breweries, Brewery, Beer & Ale Distributors, Wine Shop, Wine & Distilled Beverages Retail, Liquor Stores, Beer & Ale Retail",Glendale,US,85308,AZ,Arizona,33.643251,-112.220538
Dark Sky Brewing,117 N Beaver St,Brewery,Flagstaff,US,86001,AZ,Arizona,35.1995697,-111.649765
Dark Sky Brewing Co,117 N Beaver Saint A,Brewers,Flagstaff,US,86001,AZ,Arizona,35.199399,-111.649588
Deja Brew Tours,5190 N Kramer Dr,"Tours & Activities, Food & Drink, Brewery Tours, tour, Tour",Lake Montezuma,US,86342,AZ,Arizona,34.654472,-111.77459
Dereks Man Cave,1304 E Dunbar Dr,"Az"">brewery",Tempe,US,85282,AZ,Arizona,33.37997142,-111.9172336
Desert Eagle Brewing Company,150 W Main St,"Brewery Downtown Mesa, Bars & Clubs, Nightlife, Brewery",Mesa,US,85201,AZ,Arizona,33.41541202,-111.8358431
Dorado's Coastal Mexican Grill,103 N Leroux St,"Mexican Restaurant, Bar, and Brewery, Brewery, Bar, Mexican Restaurant",Flagstaff,US,86001,AZ,Arizona,35.19878893,-111.6488062
Dragoon Brewing Co.,1859 W Grant Rd,Brewery,Tucson,US,85745,AZ,Arizona,32.24884931,-111.0062885
Dubina Brewing Co.,17035 N 67th Ave,Brewery,Glendale,US,85308,AZ,Arizona,33.63985556,-112.2023523
Dwight's Window Tinting,1431 W Valencia Rd,"auto glass, military & war movies, animated feature films, anime & manga movies, animated comedies, fairy tale movies, art house films, independent films, foreign films, african cinema, credit & collections, investments, investment advice, other financial services, tax return preparation, beverage manufacturers, mergers & acquisitions, breweries",Tucson,US,85746,AZ,Arizona,32.133449,-110.994665
Electric Charging Station,4707 E Shea Blvd,"Electric Cars, Cheese Shops, Grocery Stores & Supermarkets, Banks, Breweries, Beer & Ale Distributors, Beer & Ale Retail, Coin & Money Handling Equipment",Phoenix,US,85028,AZ,Arizona,33.582477,-111.979621
"Electric Charging Station, Fry's Marketplace",2727 W Bell Rd,"Supermarket, Clinics & Medical Centers, Cheese Shops, Supermarket and Grocery Store, Breweries, Beer & Ale Distributors, Health Information & Referral Consultants, Family & General Practice Physicians & Surgeons, Electric Cars, Physician Assistants, Grocery Stores & Supermarkets, Grocery Store, Clinics, Beer & Ale Retail",Phoenix,US,85053,AZ,Arizona,33.639622,-112.119635
Flag Brew Tours,1500 E Cedar Ave 18,Brewers,Flagstaff,US,86004,AZ,Arizona,35.218371,-111.622835
Flagstaff Brewing Company,16 E Route 66,"Brewery, Coffee Shop, and Food",Flagstaff,US,86001,AZ,Arizona,35.19755788,-111.6484685
Four Peaks Brewery,2401 S Wilson St,"Beverages-Distributors & Bottlers, Breweries, Beer & Ale",Tempe,US,85282,AZ,Arizona,33.402551,-111.944557
Four Peaks Brewing Co,1340 E 8th Saint (at Dorsey Ln),"Brewery, Bar, American Restaurant",Tempe,US,85281,AZ,Arizona,33.41950523,-111.9159383
Four Peaks Brewing Company,1340 E 8th St,"American Restaurant, Bars & Clubs, American Restaurants, Restaurants, Beer & Ale, Breweries, Bars, Brew Pubs, Nightlife, Brewery, Brewery, Bar, and American Restaurant, Bar, Bar & Grills, Pizza, Delicatessens",Tempe,US,85281,AZ,Arizona,33.4193,-111.916985
Four Peaks Grill & Tap,15745 N Hayden Rd D5 7,"American Restaurant, Brewery and American Restaurant, Brewery and American Restaurant Airpark, Brewery",Scottsdale,US,85260,AZ,Arizona,33.62871272,-111.8933594
Fred Nackard Wholesale Beverage Co,1800 S Us Highway 60,"Food & Dining, Beverages, Breweries, Wine",Winslow,US,86047,AZ,Arizona,35.2549,-110.3431
Fred Nackard Wholesale Bvrg Co,1800 E Hwy 60,"Beverage Manufacturers, Breweries",Globe,US,85501,AZ,Arizona,33.394098,-110.767806
Free Parking!,125 E 5th St,"bar, wholesale, manufacturing, food, brewer",Tempe,US,85281,AZ,Arizona,33.42545,-111.936963
Fry's Food and Drug,18420 N 19th Ave,"Cheese Shops, Grocery Stores & Supermarkets, Breweries, Beer & Ale Distributors, Beer & Ale Retail",Phoenix,US,85023,AZ,Arizona,33.653983,-112.099906
Fry's Marketplace,1311 E Bell Rd,"Cheese Shops, Grocery Stores & Supermarkets, Breweries, Beer & Ale Distributors, Beer & Ale Retail",Phoenix,US,85022,AZ,Arizona,33.640141,-112.054152
Fry's Mercado,4230 W Mcdowell Rd,"Cheese Shops, Grocery Stores & Supermarkets, Breweries, Beer & Ale Distributors, Beer & Ale Retail",Phoenix,US,85009,AZ,Arizona,33.466092,-112.150065
Gentle Ben's Brewing Co,865 E University Blvd (at Tyndall Ave),"Beer Garden, American Restaurant, Brewery",Tucson,US,85719,AZ,Arizona,32.231967,-110.958033
"Gentle Ben's Brewing Co., Gentle Ben's Brewing Co",865 E University Blvd,"American Restaurant, Bars & Clubs, Brew Pubs, Bars & Pubs, Restaurants, Nightclubs, Brewery, Beer Garden, Taverns",Tucson,US,85719,AZ,Arizona,32.231966,-110.958033
Goat Head Saloon,1423 S Country Club Dr,"Dive Bar, Bar, Brewery",Mesa,US,85210,AZ,Arizona,,
Golden Eagle Distributors,1000 N Jefferson Ave,"Wholesale Beer, Food & Dining, Beverages, Breweries, Casa Grande,  AZ, Beer and Ale, Casa Grande Beer and Other Fermented Malt Liquors, (1), Home, Wholesale Trade-non-durable Goods, Beer and other fermented malt liquors",Casa Grande,US,85222,AZ,Arizona,32.882278,-111.777442
Golden Eagle Distributors Inc,4000 E Industrial Loop,"Food & Dining, Beverages, Breweries",Show Low,US,85901,AZ,Arizona,34.1865,-110.061
Golden Eagle Sales,1508 Central St,"Food & Dining, Beverages, Breweries",Winslow,US,86047,AZ,Arizona,35.026396,-110.714656
Goldwater Brewing Company,3608 N Scottsdale Rd,Pub and Brewery,Scottsdale,US,85251,AZ,Arizona,33.48973937,-111.9263494
Gordon Biersch Brewery & Restaurant,322 E Camelback Rd,"Food & Dining, Beverages, Breweries",Phoenix,US,85012,AZ,Arizona,33.509237,-112.068925
Grand Canyon Brewery,201 299 W Route 66,Brewery,Williams,US,86046,AZ,Arizona,35.25009395,-112.1892364
Grand Canyon Brewing Company,233 W Route 66,"Breweries, Food & Drink",Williams,US,86046,AZ,Arizona,35.25026,-112.18913
Granite Mountain Brewing,123 N Cortez,Brewery,Prescott,US,86303,AZ,Arizona,34.54280161,-112.4684501
Gus's Liquor Store,4302 E Grant Rd,Brewery,Tucson,US,85712,AZ,Arizona,,
H&r Block,3511 W Peoria Ave,"Supermarket, Income Tax Services, Tax Return Preparation Accountants, Cheese Shops, Grocery Stores & Supermarkets, Breweries, Beer & Ale Distributors, Grocery Store, Tax Return Preparation & Electronic Filing, Tax Return Preparation, Beer & Ale Retail, Income Tax Consultants",Phoenix,US,85029,AZ,Arizona,33.581745,-112.135271
"Helio Basin Brewing Co, Helio Basin Brewing Co.",3935 E Thomas Rd,"Pubs, Restaurants, Breweries, Brewery",Phoenix,US,85018,AZ,Arizona,33.480286,-111.99676
Helton Brewing Company,2144 E Indian School Rd,"Breweries, Brewery, restaurant",Phoenix,US,85016,AZ,Arizona,33.494923,-112.035533
Hensley & Co,10201 E Valley Rd,"Food & Dining, Beverages, Breweries",Prescott Valley,US,86314,AZ,Arizona,34.583,-112.2829
Hensley Beer,2927 S Hardy Dr,"Food & Dining, Beverages, Breweries",Tempe,US,85282,AZ,Arizona,33.397861,-111.950851
Historic Brewing Co,4366 E Huntington Dr,Brewers,Flagstaff,US,86004,AZ,Arizona,35.218486,-111.586195
Historic Brewing Co Barrel,110 S San Francisco St,Brewers,Flagstaff,US,86001,AZ,Arizona,35.195327,-111.648787
Huss Brewing Co Llc,1520 W Mineral Rd,"Bars & Clubs, Nightlife, Breweries",Tempe,US,85283,AZ,Arizona,33.356537,-111.964474
Ice Breakers Restaurant & Brewery,15730 N Pima Rd,"Commercial Banks, Brewery and Wine Bar, Other Financial Services",Scottsdale,US,85260,AZ,Arizona,33.628797,-111.891
Insurgent Brewing Co,990 N State Rte 89,Brewers,Chinovalley,US,86323,AZ,Arizona,34.798581,-112.453011
Iron John's Brewing Company,245 S Plumer Ave,"Breweries, Food & Drink",Tucson,US,85719,AZ,Arizona,32.219032,-110.93863
Jersey D's Tavern & Grill,5945 W Ray Rd,"Restaurants, Bars & Pubs, Breweries",Chandler,US,85226,AZ,Arizona,33.319665,-111.944473
Jersey's Tavern & Grill,5945 W Ray Rd Ste 13,"Bars & Pubs, Restaurants, Wineries, Brewers",Chandler,US,85226,AZ,Arizona,33.3199,-111.9443
Joe's Place,34482 N Scottsdale Rd,"Scottsdale Restaurants, Boulders Carefree, Arizona, Scottsdale, Food And Kindred Products, Malt beverages, Brewers' grain, , Home",Scottsdale,US,85266,AZ,Arizona,,
"Light Body Fitness, Tiffany Construction",2050 Yavapai Dr,"pilates, spa, real estate & construction,  construction and remodeling, breweries",Sedona,US,86336,AZ,Arizona,,
Linda's Bar and Grill,211 Bartow Dr,"Cocktail Lounges, Restaurant, food and drink, drinking, Restaurants, Breweries & Brew Pubs, recreation, Cocktail Lounge Restaurants, Bar & Grill Restaurants",Sierra Vista,US,"85635-1803, 85635",AZ,Arizona,31.55359,-110.29711
Lumberyard Brewing Co.,5 S San Francisco St,"American Restaurant, Brewery and American Restaurant, Brewery",Flagstaff,US,86001,AZ,Arizona,,
Mad Hatter Brew Pub,502 S College Ave,"Restaurant, Restaurant, Brewery, and Pub Downtown Tempe, Restaurant, Brewery, and Pub, Pub, Brewery",Tempe,US,85281,AZ,Arizona,33.4252363,-111.9349487
Majerle's Sports Grill,24 N 2nd Saint (at Washington St),"Sports Bar, Brewery",Phoenix,US,85004,AZ,Arizona,33.448643,-112.071453
Mcfate's Tap + Barrel,7337 E Shea Blvd,Brewery,Scottsdale,US,85260,AZ,Arizona,,
Mother Road Brewing Co,207 W Phoenix Ave,"Food & Dining, Beverages, Brewers",Flagstaff,US,86001,AZ,Arizona,35.197004,-111.652053
Mother Road Brewing Company,7 S Mikes Pike,"Brewery, Beer Garden, and Pizza Place",Flagstaff,US,86001,AZ,Arizona,35.19695,-111.65259
Mudshark Brewing Co,1625 Mesquite Ave,"Food & Dining, Beverages, Breweries, U.S., Lake Havasu City,  AZ, Malt Beverages, Lake Havasu City Brewers",Lake Havasu City,US,86403-5646,AZ,Arizona,34.476313,-114.344681
